car_name,year,distance,owner,fuel,location,drive,type,price
Tata Tiago,2017,79478,1,PETROL,TN-19,Automatic,HatchBack,504000
Maruti Vitara Brezza,2019,58792,2,DIESEL,PB-10,Manual,SUV,808000
Hyundai Grand i10,2016,70454,2,PETROL,HR-26,Manual,HatchBack,392000
Hyundai Elite i20,2019,21786,2,PETROL,MP-04,Manual,HatchBack,539000
Maruti Alto K10,2010,42373,2,PETROL,DL-12,Manual,HatchBack,175000
Maruti Celerio X,2018,38933,1,PETROL,UP-32,Manual,HatchBack,509000
Honda City,2016,101603,1,PETROL,,Manual,Sedan,588000
Maruti Swift Dzire,2013,72552,2,DIESEL,MH-03,Manual,Sedan,469000
Maruti Wagon R 1.0,2018,35060,2,PETROL,HR-26,Manual,HatchBack,380000
Maruti Swift Dzire,2012,61036,1,PETROL,KA-04,Manual,Sedan,493000
Maruti Celerio,2017,48474,2,CNG,MH-43,Manual,HatchBack,431000
Hyundai Elite i20,2015,102118,2,PETROL,,Manual,HatchBack,542000
Maruti Baleno,2021,17039,2,PETROL,MH-12,Manual,HatchBack,758000
Maruti Eeco,2020,33347,1,PETROL,GJ-01,Manual,SUV,454000
Honda Brio,2014,54104,2,PETROL,DL-4C,Manual,HatchBack,333000
Mahindra Kuv100,2017,51201,2,PETROL,CH-01,Manual,SUV,405000
Maruti Alto 800,2017,37743,1,PETROL,MH-14,Manual,HatchBack,319000
Hyundai Eon,2014,24318,3,PETROL,MH-12,Manual,HatchBack,221800
Maruti Swift,2017,76529,2,PETROL,TN-14,Manual,HatchBack,538000
Maruti Swift,2015,75442,2,PETROL,GJ-06,Manual,HatchBack,470000
Maruti S PRESSO,2019,48579,1,PETROL,MH-46,Manual,HatchBack,381000
Maruti Swift,2013,57779,1,PETROL,KA-41,Manual,HatchBack,446000
Volkswagen Ameo,2017,98652,2,PETROL,DL-13,Manual,Sedan,220000
Renault Kiger,2021,8434,1,PETROL,KA-02,Manual,HatchBack,786000
Hyundai NEW SANTRO,2018,55467,2,PETROL,KA-20,Manual,HatchBack,478000
Maruti Vitara Brezza,2016,77338,1,DIESEL,KA-01,Manual,SUV,754000
Toyota Innova Crysta,2020,47338,2,DIESEL,MH-05,Manual,SUV,2047000
Mahindra XUV500,2016,49648,1,DIESEL,MH-48,Automatic,Lux_SUV,1017000
Ford Ecosport,2017,93866,2,DIESEL,MP-09,Manual,SUV,637000
Maruti Alto K10,2011,48487,1,PETROL,MH-12,Manual,HatchBack,186000
Tata NEXON,2022,8671,1,PETROL,TN-67,Automatic,SUV,1237000
Maruti Vitara Brezza,2019,85358,1,DIESEL,TN-21,Automatic,SUV,865000
Hyundai Grand i10,2014,37755,2,PETROL,MH-43,Manual,HatchBack,331000
Honda City,2016,76275,1,PETROL,HR-06,Automatic,Sedan,694000
Maruti Swift,2015,58241,1,DIESEL,TS-07,Manual,HatchBack,581000
Maruti Wagon R Stingray,2014,24324,1,PETROL,WB-24,Manual,HatchBack,298000
Hyundai Santro Xing,2013,108467,1,CNG,MH-46,Manual,HatchBack,229000
Hyundai GRAND I10 NIOS,2021,6611,1,PETROL,MP-09,Automatic,HatchBack,725000
Hyundai i10,2016,35851,1,PETROL,KA-42,Manual,HatchBack,392000
Hyundai Verna,2013,69952,2,PETROL,MH-01,Manual,Sedan,310000
Maruti Alto 800,2015,62554,1,PETROL,KA-50,Manual,HatchBack,294000
Hyundai NEW SANTRO,2021,54826,1,CNG,DL-9C,Manual,HatchBack,534000
Maruti Alto K10,2015,53484,1,PETROL,KA-02,Manual,HatchBack,340000
Maruti Wagon R 1.0,2016,54745,1,CNG,MH-14,Manual,HatchBack,433000
Hyundai Elite i20,2017,17923,1,PETROL,DL-10,Manual,HatchBack,587000
Maruti Baleno,2016,32996,2,PETROL,KA-03,Manual,HatchBack,568775
Maruti Wagon R 1.0,2017,111965,1,PETROL,,Manual,HatchBack,401000
Honda City,2018,88833,2,PETROL,HR-26,Manual,Sedan,334000
Honda WR-V,2017,71832,1,DIESEL,KA-25,Manual,SUV,748000
Maruti S PRESSO,2020,36340,1,PETROL,KA-36,Manual,HatchBack,430000
Maruti Wagon R 1.0,2014,66559,1,PETROL,GJ-27,Manual,HatchBack,341000
Maruti Swift,2019,52720,1,PETROL,MH-47,Manual,HatchBack,642000
Honda City,2013,118604,1,DIESEL,UP-78,Manual,Sedan,426000
Hyundai Elite i20,2019,30683,2,PETROL,TN-23,Manual,HatchBack,620000
Maruti Alto,2019,57850,1,CNG,MH-04,Manual,HatchBack,402000
Maruti IGNIS,2021,41861,1,PETROL,GJ-01,Manual,HatchBack,524000
Maruti Swift,2018,95774,1,PETROL,TS-13,Automatic,HatchBack,636000
Maruti Swift Dzire,2014,52515,1,PETROL,DL-12,Manual,Sedan,377000
Hyundai Elite i20,2019,43803,1,PETROL,TS-08,Manual,HatchBack,682000
Hyundai Elite i20,2018,56028,2,PETROL,TN-13,Manual,HatchBack,673000
Maruti Baleno,2018,42368,2,PETROL,GJ-15,Manual,HatchBack,577000
Tata NEXON,2021,33090,1,PETROL,TS-04,Manual,SUV,1020000
Maruti Alto 800,2016,65374,1,PETROL,MH-49,Manual,HatchBack,266000
Tata Harrier,2020,35866,1,DIESEL,GJ-06,Automatic,SUV,1818000
Hyundai Grand i10,2017,50681,1,PETROL,TS-07,Manual,HatchBack,550000
Hyundai NEW SANTRO,2020,85312,1,CNG,UP-32,Manual,HatchBack,491000
Maruti Ciaz,2019,15759,1,PETROL,DL-3C,Automatic,Sedan,830000
Hyundai Elite i20,2014,59352,1,PETROL,MH-02,Manual,HatchBack,416200
Maruti Wagon R 1.0,2010,31596,1,PETROL,WB-06,Manual,HatchBack,199000
Honda Brio,2014,62217,2,PETROL,MH-12,Manual,HatchBack,296000
Maruti Ciaz,2016,80318,2,PETROL,DL-3C,Manual,Sedan,314000
Hyundai Eon,2018,27243,1,PETROL,MH-15,Manual,HatchBack,348000
Datsun Redi Go,2019,72314,1,PETROL,TS-09,Automatic,HatchBack,345000
Maruti Baleno,2022,25298,1,PETROL,HR-36,Manual,HatchBack,885000
Honda City,2016,34125,1,PETROL,MH-03,Automatic,Sedan,920000
Maruti Alto 800,2016,35847,1,PETROL,MH-48,Manual,HatchBack,264000
Maruti Vitara Brezza,2020,55130,1,PETROL,MH-47,Manual,SUV,878000
Volkswagen Ameo,2017,33970,1,DIESEL,MH-12,Automatic,Sedan,797350
Maruti Swift Dzire,2012,83421,1,PETROL,DL-12,Manual,Sedan,282000
Honda City,2017,36888,2,PETROL,DL-12,Manual,Sedan,392000
Datsun Redi Go,2017,75817,1,PETROL,MH-46,Manual,HatchBack,228000
Tata ALTROZ,2021,24479,2,PETROL,KA-28,Manual,HatchBack,811000
Hyundai Grand i10,2016,27547,1,PETROL,TS-07,Manual,HatchBack,528000
Hyundai Verna,2013,117658,1,DIESEL,KA-51,Manual,Sedan,545000
Renault Kiger,2021,23725,1,PETROL,BR-01,Manual,HatchBack,521000
Hyundai NEW SANTRO,2019,17394,2,PETROL,MH-01,Manual,HatchBack,510000
Maruti Swift,2015,10056,2,PETROL,DL-8C,Manual,HatchBack,421000
Hyundai Elite i20,2018,43740,1,PETROL,HR-26,Manual,HatchBack,696000
Hyundai Xcent,2018,114715,1,CNG,GJ-18,Manual,Sedan,507000
Maruti Dzire,2022,84316,1,PETROL,DL-1C,Manual,Sedan,524000
Hyundai i10,2014,60541,2,PETROL,TN-14,Manual,HatchBack,335000
Toyota URBAN CRUISER,2021,52691,1,PETROL,PB-02,Automatic,SUV,1017000
Maruti Alto 800,2016,32396,1,PETROL,HR-26,Manual,HatchBack,253000
Hyundai NEW SANTRO,2018,27222,1,PETROL,GJ-01,Manual,HatchBack,421000
Maruti Swift,2011,97383,1,PETROL,DL-1C,Manual,HatchBack,238000
Tata Tiago,2018,79688,1,CNG,MH-14,Manual,HatchBack,479000
Maruti Dzire,2018,88880,1,DIESEL,TN-04,Manual,Sedan,558000
Maruti Alto K10,2013,82482,3,PETROL,KA-41,Manual,HatchBack,233000
Maruti Swift,2012,72383,2,PETROL,GJ-01,Manual,HatchBack,362000
Maruti Celerio,2019,38673,1,CNG,MH-05,Manual,HatchBack,493000
Hyundai Elite i20,2017,56416,1,PETROL,TS-07,Manual,HatchBack,645000
Maruti Wagon R 1.0,2018,68505,1,PETROL,BR-01,Manual,HatchBack,353000
Maruti Swift,2018,27793,2,PETROL,MH-06,Manual,HatchBack,547000
Hyundai i10,2013,83946,1,PETROL,KA-05,Manual,HatchBack,303000
Maruti Celerio,2014,32777,1,PETROL,PB-65,Automatic,HatchBack,382000
Maruti S PRESSO,2019,4316,1,PETROL,WB-02,Manual,HatchBack,401000
Maruti Swift,2018,34840,1,PETROL,TS-07,Automatic,HatchBack,690000
Maruti Wagon R 1.0,2018,45572,2,CNG,MH-12,Manual,HatchBack,451000
Maruti Celerio,2015,43336,1,PETROL,KA-01,Automatic,HatchBack,458000
Maruti Swift,2017,46387,1,PETROL,HR-10,Manual,HatchBack,442000
Maruti Alto K10,2014,61596,1,PETROL,HR-26,Automatic,HatchBack,294000
Maruti Swift,2016,74756,1,DIESEL,HR-36,Manual,HatchBack,481000
Renault TRIBER,2019,23317,1,PETROL,UP-14,Manual,SUV,581000
Honda City,2015,86315,1,DIESEL,MH-08,Manual,Sedan,781000
Renault Kiger,2021,14463,1,PETROL,KA-03,Manual,HatchBack,912000
Maruti S PRESSO,2020,76980,1,PETROL,UP-32,Manual,HatchBack,372000
Maruti Wagon R 1.0,2016,20821,1,CNG,MH-47,Manual,HatchBack,371000
Maruti Alto 800,2016,68645,1,PETROL,TN-14,Manual,HatchBack,295000
Maruti Baleno,2016,31699,1,PETROL,MH-04,Manual,HatchBack,573000
Maruti IGNIS,2017,47474,2,PETROL,DL-9C,Manual,HatchBack,524000
Maruti Alto 800,2017,26737,1,PETROL,TN-22,Manual,HatchBack,311000
Maruti New Wagon-R,2022,41972,1,CNG,HR-51,Manual,HatchBack,613000
Hyundai Grand i10,2017,120542,1,CNG,MH-12,Manual,HatchBack,466000
Maruti XL6,2019,80724,1,PETROL,TS-07,Automatic,SUV,985000
Hyundai i10,2014,50789,3,PETROL,RJ-23,Manual,HatchBack,309000
Maruti Celerio,2015,44214,1,CNG,MH-14,Manual,HatchBack,478000
Renault Kwid,2017,52528,1,PETROL,MH-16,Automatic,HatchBack,394000
Maruti Zen Estilo,2010,100870,2,PETROL,,Manual,HatchBack,218000
Maruti IGNIS,2020,31518,1,PETROL,MH-14,Automatic,HatchBack,705000
Maruti Swift,2018,70028,1,PETROL,KA-04,Automatic,HatchBack,706000
Honda WR-V,2018,38309,2,PETROL,TN-13,Manual,SUV,629000
Hyundai Elite i20,2016,10212,1,PETROL,MH-04,Manual,HatchBack,589000
Ford Ecosport,2016,54909,2,PETROL,KA-03,Automatic,SUV,719000
Hyundai AURA,2021,25157,1,PETROL,DL-12,Manual,Sedan,439000
Maruti Baleno,2017,86541,1,PETROL,HR-51,Manual,HatchBack,554000
Ford FREESTYLE,2018,36970,1,DIESEL,WB-08,Manual,SUV,543000
Maruti Alto K10,2015,46998,2,PETROL,MH-47,Manual,HatchBack,303000
Honda City,2017,75199,2,PETROL,TS-08,Manual,Sedan,828000
KIA SONET,2020,35871,1,PETROL,CH-01,Manual,SUV,1016000
Hyundai i20 Active,2018,71817,1,PETROL,TS-08,Manual,HatchBack,736000
Hyundai NEW SANTRO,2019,63793,1,CNG,HR-26,Manual,HatchBack,510000
Honda City,2016,53383,2,PETROL,UP-32,Manual,Sedan,453000
Hyundai Eon,2016,36707,2,PETROL,TS-09,Manual,HatchBack,321000
Maruti Wagon R 1.0,2014,98390,1,PETROL,DL-3C,Manual,HatchBack,311000
Maruti Swift,2019,48168,1,PETROL,KA-51,Automatic,HatchBack,705000
Toyota Glanza,2020,80643,1,PETROL,TS-07,Manual,HatchBack,750000
Honda Amaze,2019,19624,1,PETROL,TS-07,Automatic,Sedan,760000
Mahindra XUV 3OO,2019,90111,1,DIESEL,TS-09,Manual,SUV,883000
Tata Tiago,2022,9722,1,PETROL,GJ-38,Automatic,HatchBack,691000
Toyota YARIS,2020,54737,1,PETROL,TS-09,Automatic,Sedan,705000
Tata TIGOR,2022,13327,2,PETROL,WB-12,Manual,Sedan,695000
Honda City,2016,30899,2,PETROL,MH-02,Automatic,Sedan,704000
Maruti Swift,2012,23815,1,PETROL,KA-02,Manual,HatchBack,490000
Tata NEXON,2019,71441,1,DIESEL,MH-43,Automatic,SUV,930000
Maruti Alto,2020,64542,1,PETROL,GJ-26,Manual,HatchBack,294000
Maruti Vitara Brezza,2018,64938,1,DIESEL,DL-9C,Manual,SUV,706000
Maruti Alto K10,2017,39922,2,PETROL,UP-32,Automatic,HatchBack,298000
Skoda SLAVIA,2022,117505,2,PETROL,,Manual,Sedan,549000
Hyundai Grand i10,2018,26136,2,PETROL,KA-09,Manual,HatchBack,618000
Maruti Alto,2019,26642,1,PETROL,HR-31,Manual,HatchBack,347000
Honda City,2014,32178,1,PETROL,TN-19,Manual,Sedan,589000
Honda Amaze,2018,122321,2,DIESEL,MH-49,Manual,Sedan,465000
Renault Kwid,2017,42442,2,PETROL,RJ-02,Manual,HatchBack,275000
Hyundai i20,2012,24116,1,PETROL,DL-10,Manual,HatchBack,326000
Hyundai VENUE,2020,15237,1,PETROL,HR-98,Manual,SUV,859000
Maruti Alto,2021,25869,1,PETROL,GJ-01,Manual,HatchBack,383000
Honda City,2017,44752,1,PETROL,HR-36,Manual,Sedan,808000
Maruti Swift,2014,60379,1,PETROL,MH-03,Manual,HatchBack,435000
Honda City,2016,60478,1,CNG,TN-87,Manual,Sedan,765000
Volkswagen Vento,2016,63926,1,PETROL,MH-01,Automatic,Sedan,604000
Hyundai Grand i10,2017,56054,1,PETROL,HR-52,Manual,HatchBack,491000
Honda Jazz,2016,47077,1,PETROL,KA-51,Manual,HatchBack,595000
Maruti S PRESSO,2022,18484,1,CNG,RJ-40,Manual,HatchBack,553000
Renault Kwid,2017,48345,1,PETROL,HR-20,Manual,HatchBack,300000
Hyundai Xcent,2018,12896,1,PETROL,HR-51,Manual,Sedan,554000
Maruti Baleno,2021,17802,1,PETROL,RJ-45,Manual,HatchBack,657000
Maruti Celerio,2018,56436,1,PETROL,TN-10,Automatic,HatchBack,524000
Maruti Alto,2019,41958,1,PETROL,KA-51,Manual,HatchBack,393000
Maruti Swift,2015,35250,1,PETROL,KA-02,Manual,HatchBack,581000
Hyundai Eon,2018,26726,1,PETROL,MH-46,Manual,HatchBack,374000
Honda Amaze,2016,39071,1,PETROL,GJ-27,Manual,Sedan,867000
Maruti Celerio,2017,41859,1,PETROL,UP-14,Automatic,HatchBack,471000
Maruti Alto,2021,32972,1,CNG,RJ-02,Manual,HatchBack,425000
Honda WR-V,2019,46566,2,PETROL,TN-13,Manual,SUV,750000
Maruti Swift,2019,80882,1,DIESEL,MP-09,Manual,HatchBack,676000
Maruti Ertiga,2016,65850,1,PETROL,MH-46,Manual,SUV,647000
Mahindra XUV 3OO,2020,77451,1,PETROL,PB-03,Manual,SUV,987000
Tata Tiago,2019,68912,1,PETROL,TS-07,Manual,HatchBack,566350
Hyundai GRAND I10 NIOS,2022,5200,1,PETROL,BR-01,Manual,HatchBack,677000
Maruti Wagon R Stingray,2015,16262,2,PETROL,BR-01,Manual,HatchBack,363000
Honda Amaze,2019,58764,1,DIESEL,MH-02,Automatic,Sedan,615000
Hyundai AURA,2021,26985,1,PETROL,GJ-01,Manual,Sedan,521000
Maruti Swift,2018,43312,1,PETROL,PB-70,Manual,HatchBack,574000
Hyundai VENUE,2021,42346,1,PETROL,BR-01,Automatic,SUV,1114000
Toyota Corolla Altis,2016,69981,2,PETROL,TS-10,Automatic,Lux_sedan,957000
Hyundai Grand i10,2017,38635,1,PETROL,TS-08,Automatic,HatchBack,606000
Maruti Alto,2011,107439,2,PETROL,,Manual,HatchBack,163000
Hyundai Eon,2013,101579,2,CNG,MH-14,Manual,HatchBack,229000
Mahindra XUV500,2021,13941,1,DIESEL,GJ-01,Automatic,Lux_SUV,1778000
Maruti Alto 800,2017,22780,1,PETROL,UP-16,Manual,HatchBack,301000
Toyota YARIS,2020,48094,3,PETROL,CH-01,Manual,Sedan,582000
Tata PUNCH,2021,29427,1,PETROL,GJ-01,Manual,SUV,648000
Hyundai Grand i10,2017,40924,2,CNG,TN-12,Manual,HatchBack,469000
Maruti Swift,2018,66688,2,PETROL,HR-26,Manual,HatchBack,602000
Hyundai i20 Active,2017,61047,2,PETROL,MH-43,Manual,HatchBack,577000
Maruti Swift,2019,55705,1,PETROL,KA-51,Manual,HatchBack,680000
Hyundai i10,2012,36473,1,PETROL,MH-43,Manual,HatchBack,258000
Ford Ecosport,2017,35660,2,PETROL,TN-10,Automatic,SUV,805000
Toyota Etios,2011,117052,1,PETROL,,Manual,Sedan,201000
Maruti Baleno,2017,38710,1,PETROL,MH-12,Manual,HatchBack,654000
Maruti Vitara Brezza,2020,25778,1,PETROL,HR-06,Manual,SUV,888000
Maruti Dzire,2019,27026,1,PETROL,DL-3C,Manual,Sedan,614000
Maruti Alto,2019,25256,1,PETROL,HR-35,Manual,HatchBack,332000
Maruti Swift,2012,67974,1,DIESEL,MH-02,Manual,HatchBack,419000
Hyundai Eon,2017,14654,1,PETROL,MH-15,Manual,HatchBack,350000
Maruti Dzire,2018,67240,2,PETROL,DL-8C,Automatic,Sedan,684000
Maruti Celerio,2015,91434,1,PETROL,TN-09,Manual,HatchBack,379000
Maruti Alto 800,2014,46318,1,PETROL,WB-08,Manual,HatchBack,186000
Datsun Go,2018,38360,1,PETROL,TN-14,Manual,HatchBack,386000
Renault Duster,2020,30241,1,PETROL,TS-09,Manual,SUV,998000
Honda City,2015,33488,1,PETROL,KA-03,Automatic,Sedan,917000
Maruti Wagon R 1.0,2018,33747,1,CNG,MH-43,Manual,HatchBack,455000
Honda City,2014,52144,2,PETROL,TN-73,Automatic,Sedan,948000
Hyundai Elite i20,2016,24616,1,PETROL,DL-7C,Manual,HatchBack,548000
Renault Kwid,2018,29472,1,PETROL,UP-52,Manual,HatchBack,324000
Hyundai Grand i10,2015,81418,1,PETROL,BR-01,Manual,HatchBack,353000
Toyota Etios,2013,38192,1,PETROL,MH-14,Manual,Sedan,341000
Tata ALTROZ,2020,24268,1,PETROL,HR-26,Manual,HatchBack,717000
Hyundai NEW SANTRO,2021,78271,1,CNG,HR-36,Manual,HatchBack,546000
Honda WR-V,2017,21850,1,PETROL,MH-02,Manual,SUV,666000
Maruti Baleno,2017,42733,1,PETROL,DL-2C,Manual,HatchBack,547000
Hyundai i20,2010,66876,2,PETROL,MH-13,Manual,HatchBack,229000
Hyundai Verna,2017,71448,3,DIESEL,RJ-20,Automatic,Sedan,705000
Tata Tiago,2020,30525,1,PETROL,PB-10,Manual,HatchBack,448000
Maruti Celerio,2017,30898,1,PETROL,KA-05,Automatic,HatchBack,513000
Maruti Swift Dzire,2010,72769,1,PETROL,MH-12,Manual,Sedan,401000
Hyundai Elite i20,2017,34637,2,PETROL,TN-05,Manual,HatchBack,656000
Maruti Swift,2015,39100,1,PETROL,KA-02,Manual,HatchBack,589000
Honda City,2020,45008,1,PETROL,GJ-06,Manual,Sedan,647000
Maruti Swift,2010,52483,1,PETROL,DL-6C,Manual,HatchBack,184000
Maruti Swift,2013,29386,1,PETROL,MH-03,Manual,HatchBack,397000
Toyota Etios Liva,2011,40697,1,PETROL,MH-05,Manual,HatchBack,295000
Hyundai Grand i10,2014,80467,1,PETROL,MH-36,Manual,HatchBack,412000
Hyundai Eon,2015,66747,2,PETROL,TN-12,Manual,HatchBack,333000
Volkswagen Vento,2019,56439,1,PETROL,MH-02,Manual,Sedan,470000
Ford Ecosport,2019,42595,1,DIESEL,MH-12,Manual,SUV,896000
Hyundai Grand i10,2017,89733,1,PETROL,HR-26,Automatic,HatchBack,499000
Maruti Swift,2019,41945,1,PETROL,GJ-01,Manual,HatchBack,621000
Hyundai i10,2016,59080,1,PETROL,MH-40,Manual,HatchBack,358000
Maruti Wagon R 1.0,2015,80863,2,PETROL,KA-05,Manual,HatchBack,415000
Maruti Swift Dzire,2015,67064,1,PETROL,UP-14,Manual,Sedan,353000
Maruti Swift,2013,113978,1,DIESEL,KA-25,Manual,HatchBack,438000
Maruti Ritz,2012,103384,1,PETROL,,Manual,HatchBack,201650
Maruti Swift Dzire,2014,72338,2,PETROL,RJ-14,Manual,Sedan,568600
Honda City,2015,63914,1,PETROL,MH-43,Manual,Sedan,292000
Maruti Swift,2021,46960,2,PETROL,HR-26,Automatic,HatchBack,677000
Maruti Baleno,2020,73659,2,PETROL,TN-15,Manual,HatchBack,636000
Maruti New Wagon-R,2021,11679,1,PETROL,KA-03,Manual,HatchBack,603000
Maruti Ciaz,2016,105374,1,PETROL,,Manual,Sedan,554000
Maruti Ritz,2010,76599,2,PETROL,AP-29,Manual,HatchBack,259000
Renault TRIBER,2022,29302,1,PETROL,TS-07,Automatic,SUV,801000
Maruti IGNIS,2017,36736,1,PETROL,GJ-14,Manual,HatchBack,512000
Hyundai i10,2013,50890,1,PETROL,KA-04,Manual,HatchBack,325000
KIA SONET,2020,49053,1,PETROL,KA-19,Manual,SUV,1189000
Nissan MAGNITE,2022,11097,1,PETROL,UP-16,Manual,SUV,622000
Nissan Micra Active,2017,52046,1,PETROL,GJ-05,Manual,HatchBack,325000
Renault Kwid,2021,16983,2,PETROL,TS-35,Manual,HatchBack,450000
Renault Duster,2020,49139,1,PETROL,KA-59,Manual,SUV,927000
Maruti Baleno,2022,20543,1,PETROL,GJ-06,Manual,HatchBack,729000
Hyundai Santro Xing,2011,73091,2,PETROL,DL-4C,Manual,HatchBack,158000
Maruti Vitara Brezza,2017,36201,2,DIESEL,BR-02,Manual,SUV,645000
Mahindra Thar,2019,32009,2,DIESEL,DL-8C,Manual,SUV,775000
Maruti Swift Dzire,2016,119236,1,PETROL,,Manual,Sedan,359000
Maruti Wagon R 1.0,2014,94853,1,CNG,MH-04,Manual,HatchBack,315000
Maruti Ciaz,2016,108326,1,CNG,DL-2C,Manual,Sedan,372000
Maruti Alto K10,2012,60223,2,PETROL,MH-04,Manual,HatchBack,165000
Honda City,2014,54106,2,DIESEL,BR-06,Manual,Sedan,426000
Maruti Baleno,2019,44470,1,PETROL,UP-32,Manual,HatchBack,630000
Maruti Wagon R Stingray,2013,62186,1,PETROL,MH-02,Manual,HatchBack,289000
Maruti Swift,2015,56976,2,DIESEL,KA-02,Manual,HatchBack,612000
Maruti Alto,2019,55455,1,PETROL,GJ-10,Manual,HatchBack,377000
Honda Jazz,2017,49361,1,PETROL,KA-03,Automatic,HatchBack,687000
Maruti Ertiga,2013,80267,1,DIESEL,KA-04,Manual,SUV,786000
Maruti Swift,2016,49414,2,PETROL,DL-1C,Manual,HatchBack,429000
Maruti Alto K10,2012,44094,2,PETROL,KL-01,Manual,HatchBack,225000
Maruti Swift Dzire,2016,47869,1,DIESEL,RJ-45,Automatic,Sedan,751000
Hyundai Grand i10,2018,10911,2,PETROL,GJ-18,Manual,HatchBack,532000
Honda Brio,2012,62731,1,PETROL,MH-01,Manual,HatchBack,268000
Maruti New Wagon-R,2021,33889,1,CNG,DL-3C,Manual,HatchBack,570000
Maruti Celerio,2014,81177,1,PETROL,MP-05,Manual,HatchBack,316000
Hyundai NEW SANTRO,2019,68967,1,PETROL,KA-42,Manual,HatchBack,432000
Maruti Ciaz,2016,50687,1,PETROL,KA-03,Automatic,Sedan,672000
Hyundai i10,2011,97293,1,PETROL,UP-32,Manual,HatchBack,215000
Mahindra BOLERO NEO,2022,63752,1,DIESEL,TS-09,Manual,SUV,1217000
Tata ALTROZ,2020,20986,1,PETROL,HR-30,Manual,HatchBack,721000
Honda Brio,2012,61544,2,PETROL,KA-03,Manual,HatchBack,333000
Mahindra TUV300,2015,115086,2,DIESEL,GJ-06,Manual,SUV,529000
Honda Amaze,2018,68647,1,PETROL,DL-3C,Manual,Sedan,359000
Hyundai Grand i10,2016,51878,1,CNG,MH-46,Manual,HatchBack,481000
Renault Kwid,2018,42155,2,PETROL,UP-78,Manual,HatchBack,319000
Maruti Swift Dzire,2012,69680,1,PETROL,HR-26,Manual,Sedan,564000
Maruti Ritz,2011,81738,1,PETROL,TN-22,Manual,HatchBack,302000
Hyundai Elite i20,2017,69698,2,PETROL,TS-07,Manual,HatchBack,659000
Hyundai Elite i20,2017,51065,1,PETROL,KA-53,Manual,HatchBack,635000
Renault Kwid,2016,72679,2,PETROL,TN-01,Manual,HatchBack,348000
Tata NEXON,2020,25216,1,DIESEL,MH-50,Automatic,SUV,1191000
Datsun Redi Go,2019,37238,1,PETROL,HR-12,Manual,HatchBack,323000
Maruti Dzire,2020,69277,1,PETROL,MH-04,Manual,Sedan,384000
Maruti Swift,2021,27029,1,PETROL,GJ-27,Manual,HatchBack,686000
Hyundai NEW SANTRO,2019,83411,1,CNG,KL-42,Manual,HatchBack,471000
Maruti Wagon R 1.0,2017,35152,1,CNG,DL-8C,Manual,HatchBack,396000
Hyundai Xcent,2017,78148,1,PETROL,DL-9C,Automatic,Sedan,441000
Hyundai AURA,2021,9781,1,PETROL,HR-03,Manual,Sedan,653000
Honda City,2018,71053,1,PETROL,RJ-06,Manual,Sedan,613000
Maruti Baleno,2017,44715,1,PETROL,MH-03,Automatic,HatchBack,666000
Maruti Baleno,2016,45155,1,PETROL,UP-32,Manual,HatchBack,451000
Maruti Baleno,2017,33324,1,PETROL,KA-04,Automatic,HatchBack,756000
Maruti Swift,2019,32501,1,PETROL,HR-72,Manual,HatchBack,567000
Skoda Rapid,2019,44187,1,PETROL,MH-12,Manual,Sedan,878000
Maruti Ciaz,2016,34387,2,PETROL,DL-1C,Manual,Sedan,445400
Hyundai Elite i20,2016,21443,2,PETROL,TN-13,Manual,HatchBack,564000
Maruti Swift,2019,71735,2,CNG,MH-46,Manual,HatchBack,523000
Hyundai AURA,2020,35860,1,PETROL,UP-53,Manual,Sedan,773000
Ford FREESTYLE,2018,22473,2,PETROL,KA-51,Manual,SUV,658000
Hyundai i10,2013,57078,2,PETROL,AP-13,Manual,HatchBack,359000
Maruti Swift,2018,52509,1,PETROL,RJ-27,Manual,HatchBack,562000
Hyundai Grand i10,2014,30233,3,PETROL,DL-12,Automatic,HatchBack,371000
Maruti Swift,2011,60020,1,PETROL,KA-05,Manual,HatchBack,415000
Renault Kwid,2017,31757,2,PETROL,KA-19,Manual,HatchBack,363000
Maruti Ritz,2013,72059,2,PETROL,WB-02,Manual,HatchBack,268000
Maruti Alto K10,2012,96133,2,PETROL,MH-31,Manual,HatchBack,183000
Volkswagen Ameo,2019,108813,2,PETROL,,Automatic,Sedan,795000
Maruti Vitara Brezza,2019,40155,1,DIESEL,DL-9C,Automatic,SUV,812000
Honda Jazz,2016,89113,1,PETROL,MH-46,Manual,HatchBack,523000
Maruti Alto K10,2018,66286,1,PETROL,DL-14,Manual,HatchBack,344000
Tata Tiago,2018,30246,1,DIESEL,DL-7C,Manual,HatchBack,420000
Maruti IGNIS,2017,102324,1,PETROL,,Manual,HatchBack,426000
Maruti Baleno,2019,88750,1,PETROL,UP-80,Manual,HatchBack,659000
Hyundai Grand i10,2015,73354,1,PETROL,HR-26,Manual,HatchBack,437000
Maruti Dzire,2018,44074,1,PETROL,KA-01,Manual,Sedan,452000
Honda Amaze,2015,31059,1,PETROL,DL-2C,Manual,Sedan,446000
Toyota Corolla Altis,2010,50952,1,DIESEL,MH-03,Manual,Lux_sedan,445000
Hyundai i20 Active,2015,55648,1,PETROL,WB-02,Manual,HatchBack,484000
Honda City,2016,66638,1,PETROL,UP-32,Manual,Sedan,565500
Maruti Vitara Brezza,2018,89151,1,DIESEL,UP-16,Automatic,SUV,759000
